ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
241	1239	HOW	jaátaaraata	how; how	how	how-2
242	1239	HOW	jaátaaraata	how; how	how	how-3
243	1239	HOW	jɨɨ́taaraa	how	how	how-4
244	1239	HOW	jɨɨ́taaraata	like;  as;  in the way of; “how”; how; since;  interjection that expresses surprise;  wonderment;  or admiration about some eventuality;  clause-initial clause-linking element which introduces a clause that provides a reason for the eventuality denoted by an adjacent clause;  interrogative word that questions the manner in which an eventuality is realized	“how”	how-5
245	1239	HOW	jɨɨ́taaraata	like;  as;  in the way of; “how”; how; since;  interjection that expresses surprise;  wonderment;  or admiration about some eventuality;  clause-initial clause-linking element which introduces a clause that provides a reason for the eventuality denoted by an adjacent clause;  interrogative word that questions the manner in which an eventuality is realized	how	how-6
246	1435	HUNT	aákuta	‘ayahuasca’; ‘ayahuasca’;  cultivated plant that constitutes one of the principal ingredients in the hallucinogenic brew of the same name  The plant itself is a woody creeper that grows up from the ground;  and is typically harvested when it reaches a diameter of several centimeters;  hallucinogenic beverage made from the woody creeper of the same name and <[mɨɨ́mɨɨti](LX001912)> (‘chacruna’) leaves;  among other possible additional ingredients  In traditional Iquito society;  this beverage was reportedly consumed periodically by all adults;  in contrast to <[isúuna](LX001028)> and <[saasakíkwaa](LX002718)>;  hallucinogenic plants of great power which were only used by shamans  Iquito elders explain that their ancestors took ‘ayahuasca’ for a variety of purposes;  including treating illness;  removing bad luck;  divination (e g ;  finding lost items or identifying a thief);  and obtaining knowledge or skill related to important subsistence activities;  such as farming or hunting	 such as farming or hunting	suchasfarmingorhunting-1
247	1435	HUNT	iitakaasi	 fish; homebody;  the characteristic of rarely leaving the home;  in traditional Iquito society this is a rather pejorative characterization;  as it indicates that the person is lazy or shiftless;  since being a homebody entails that the person does not leave the house to farm;  hunt;  or engage in other productive activities	 hunt	hunt-1
248	1435	HUNT	kujímani	 e g ;  typically;  however; companion;  someone with whom one lives;  someone with whom one frequently carries out activities (e g ;  hunting);  or someone who accompanies one on a long trip  Also extended;  to inanimate entities that are paired with each other;  letters in a word	 hunting)	hunting-1
249	1200	HUSBAND	ajáaja	husband;  affectionate vocative term used by a wife to address her husband	husband	husband-1
250	1200	HUSBAND	níyaaka	husband;  referential term	husband	husband-2
251	1209	I	kí=	my;  first person singular possessive pronoun; I;  me;  first person singular pronoun	I	I-1
252	1209	I	kíija	 used for information-structurally prominent functions such as topic and focus;  including verbal object function; I;  me;  first person singular pronoun;  and in other contexts requiring a free pronoun	I	I-2
253	617	ICE				
254	1459	IF				
255	1460	IN	aaruujáana	‘moena negra’;  species of tree that grows to a diameter of 1m in <[rɨɨka](LX002608)> (‘varillales’);  in <[sásakɨ](LX002811)> (‘champales’);  and on steep hillsides  The wood is very dark;  being black in some cases;  and is one of the hardest woods of any tree in the forest;  it is reportedly capable of striking sparks from axes used to cut it  It is prized for house posts and for making the hull bases of plank boats	 in <[sásakɨ](LX002811)> (‘champales’)	insasakLX002811champales-1
256	1460	IN	ɨɨjɨɨ́kuma	 e g ;  e g ; in the middle of;  between;  among;  to occupy a position between or among two or more objects that constitute a ground whose configuration is roughly linear;  a person or a house standing between two or more others; in or at a group activity or event;  a party or drinking session	in or at a group activity or event	inoratagroupactivityorevent-1
257	1460	IN	=jina	at;  on;  in	 in	in-1
258	1460	IN	=kari	 e g ; below;  at the edge of;  expresses a spatial relationship involving a ground that has salient horizontal extension and is taller than the figure;  where the figure is not located underneath the horizontal extension of the ground;  but at the point close to the limit of the horizontal extension of the ground;  a cat located not under the table;  but on the ground near the point on the ground corresponding to the edge of the table; during;  in or at the time of	 in or at the time of	inoratthetimeof-1
259	1460	IN	kutatáani aákuji	in or during the ‘madrugada’;  or pre-dawn hours;  between approximately 2am and 5am	in or during the ‘madrugada’	inorduringthemadrugada-1
260	1417	KILL	aamúuni	 e g ;  e g ;  e g ; kill; hit or strike a living being;  be it with a body part;  or with an instrument; hit an inanimate object with or without an implement;  hitting one’s hand against a table;  or hitting something with a stick;  including;  hitting a drum with a stick; pound or pulp certain plants in order that they be usable;  <[tatɨɨ](LX003277)> (‘cashapona’) palm trunks;  which must be pounded so that the exterior part splits up into laths that can be used for floors or walls;  or <[miríjaaja](LX001971)> (‘mishquipanga’) fruits;  which must be pounded to split them and remove their seeds;  or <[nuúruu](LX002381)> (‘barbasco’);  which must be pulped to release its fish-incapacitating fluid	kill	kill-1
261	1410	KNOW (SOMETHING)				
262	624	LAKE	=iíjinaji	 e g ;  e g ;  for example;  end; at the tip;  or extremum of a ground that has one dimension that is saliently longer than the others;  the ground in question may be a physical entity;  a stick;  limb;  or canoe;  or it may be a space;  a lake;  garden;  or a clearing in the forest;  provided that the space is saliently extended in one dimension so that it has identifiable extrema; directly at or towards;  speaking specifically of the act of looking directly at a heavenly body;  such as the sun;  moon;  or stars (but not flying entities such as birds or planes)  This sense seems to spring from the fact that these bodies being conceptualized;  in this sense;  as entities projecting from the ground;  with the visible heavenly body being the ‘tip’ of the entity  Looking directly at the sun was believed in traditional Iquito society to have powerful effects;  one way to protect oneself from venomous snakes was to kill one;  cut off its head;  and then peer directly at the sun through its opened mouth;  which was believed to blind that species of snake to the person in question	 a lake	alake-1
263	624	LAKE	iniyáani	cross a body of water;  such as a river or lake;  by any means;  be it by bridge;  boat;  swimming;  or simply wading;  if the water is sufficiently shallow	 such as a river or lake	suchasariverorlake-1
264	624	LAKE	jawɨ́ɨni	 such as a river or lake; drop;  speaking of the level of water in a vessel or in a body of water	 such as a river or lake	suchasariverorlake-2
265	624	LAKE	takina	‘lanchina’ or Spectacled Owl;  species of large owl that reaches some 50cm in length;  its call was traditionally believed to be an omen of the death of a relative; lake;  most lakes in Iquito territory are oxbow lakes;  and are especially good sites for fishing;  with some prized fish species almost exclusively found in these lakes	lake	lake-1
266	1355	LAUGH	satáani	laugh	laugh	laugh-1
267	1355	LAUGH	sataaníini	laugh in someone’s face;  laugh or smile at someone in the context of conflictual social relations in order to antagonize them and/or display contempt or disregard for them	 laugh or smile at someone in the context of conflictual social relations in order to antagonize them and/or display contempt or disregard for them	laughorsmileatsomeoneinthecontextofconflictualsocialrelationsinordertoantagonizethemandordisplaycontemptordisregardforthem-1
268	628	LEAF	íimɨ	leaf;  speaking of a leaf attached to;  or associated with;  a plant	leaf	leaf-1
269	628	LEAF	naamɨ	 e g ; leaf;  speaking specifically of leaves detached from the plant on which they grew;  a leaf found lying on the ground	leaf	leaf-2
270	244	LEFT	jaámɨɨkiji	left arm and hand; left side	left side	leftside-1
271	1297	LEG	áaja	thigh; leg	leg	leg-1
272	1411	LIE (REST)	asapɨ́ɨni	deceive;  either with malicious intent or not;  as when joking;  the deception need not involve telling untruths;  and may rely on non-verbal means of deception; a deceit;  trick;  or lie	 or lie	orlie-1
273	1411	LIE (REST)	iíkwa míini	lie; lie;  a verbal deception	lie	lie-1
274	1411	LIE (REST)	iíkwa míini	lie; lie;  a verbal deception	lie	lie-2
275	1411	LIE (REST)	iwɨɨtáani	be lying down	be lying down	belyingdown-1
276	1224	LIVER	kúwaaja	liver	liver	liver-1
277	1203	LONG	maataamáata	 a long;  and is considered edible; Matamata;  species of aquatic turtle found in lakes and slow-moving river waters that reaches some 30cm in length  It has a distinctively lumpy;  but not particularly domed;  carapace;  flattened;  wide neck;  and a triangular head tipped with a somewhat slender snout	 a long	along-2
278	1203	LONG	narapu	 a long; species of ‘añashúa’-type fish that reaches some 30cm in length and is most commonly found in larger creeks  Like all ‘añashúas’;  it has large eyes;  flat body covered in very small scales;  and a single dorsal fin running from its neck to its tail  This species has red irises and reddish coloring on its head and chest	 a long	along-3
279	1203	LONG	nunáani sisa	 sharp;  a long; species of ‘cashorro’-type fish that reaches some 30cm in length;  and lives in rivers;  being found mainly in back-eddies and other still waters  Like the <[sisa](sisa)> proper;  which principally lives in oxbow lakes;  it has a slender;  tubular body;  pointed snout;  and large;  teeth	 a long	along-4
280	1203	LONG	káaji námati	species of ‘shimbillo’ with particularly large fruits about 25cm in length;  and curved into a semicircle  Its trunk reaches some 80cm in diameter;  and the fruits are located high in the tree and so sought after due to their size and sweetness that the trees were formerly felled to reach them;  making them very rare now; ‘plátano bellaco’;  variety of plantain that produces very thick;  long;  and unusually curved fruits  Plants of this variety generally only produce three bunches of plantains;  much fewer than other varieties	 long	long-1
281	1203	LONG	miríjaaja	 long; ‘mishquipanga’;  a cultigen with a fleshy stalk that reaches up to 1 5m in height;  and from which multiple;  broad leaves emerge  Near its base;  it produces spears to which are attached multiple olive-shaped fruits that turn purplish-red when ripe  The fruits are edible: first they are husked;  and then the seeds;  which have a flavor reminiscent of cardamom;  are removed;  the fruits are then cooked as <[ijiika](ijiika)> (‘patarashca’);  resulting in a stringy and somewhat glutinous pinkish-orange mass with a flavor strongly reminiscent of smoked salmon  The husks of the fruit are used to produce a purple dye;  which is used to color <[kanuu](kanuu)> (‘chambira’ palm fiber)	 long	long-2
282	1203	LONG	saana	long; length; tall	long	long-3
283	1203	LONG	saaniita	 speaking of an interval of time; long; crossbeam;  the longest pieces of a houseframe	long	long-4
284	1203	LONG	sisa	 sharp;  fine scales;  long;  tubular body;  pointed snout;  and large; ‘cashorro’-type fish species that principally lives in oxbow lakes;  with a slender;  teeth  Reaching some 60cm in length;  its silvery body is covered with small	 long	long-5
285	1392	LOUSE	sikwanaja	louse	louse	louse-1
286	2106	MALE PERSON				
287	1198	MANY				
288	1216	MOTHER	ani	big;  large; mother	mother	mother-1
289	1216	MOTHER	maamáaja	mother;  vocative term	mother	mother-2
290	1216	MOTHER	maámaaja	mother	mother	mother-3
291	1216	MOTHER	iiyaasúuja	 male or female ego; referential term for grandfather;  mother or father’s father	 mother or father’s father	motherorfathersfather-1
292	1216	MOTHER	siisíija	 male or female ego;  mother or father’s father; grandfather;  great-grandfather; vocative term for grandfather	 mother or father’s father	motherorfathersfather-2
293	639	MOUNTAIN				
294	674	MOUTH				
295	1405	NAME	ɨ́ɨni	flow; name;  give a name to something or someone; call;  use a particular name or term in reference to someone or something; fly;  whether said of living creatures or mechanical devices;  said of air	name	name-1
296	1405	NAME	ɨɨ́yaaka	 e g ; name;  whether the proper name of a person or place;  or the non-proper referential designation for an entity in the world;  for a tree species	name	name-2
297	1267	NARROW	tuukina	 e g ;  a plank; narrow;  of lesser width;  said of flat objects	narrow	narrow-1
298	1942	NEAR				
299	1333	NECK	kuríkɨɨja	‘loro daran-daran’ or Blue-Headed Parrot;  species of parrot that reaches some 27cm in length;  green except for blue head;  neck;  and bib;  and side tail feathers;  and red vent  A bird of this species plays a pivotal role in the myth that recounts how a demonic jaguar at one point caused a large group of Iquitos to flee from the headwaters of the Pintuyacu River to the site of the modern city of Iquitos: once the jaguar had been killed by a grandmother who had remained behind;  she made a hoop of the jaguar’s claws by fitting the tip of one into the base of the other and placed it around the neck of her pet ‘kuríkɨɨja’;  which was instructed to search out the Iquitos who had fled;  so that they knew it was safe to return	 neck	neck-1
300	1333	NECK	ríkiija	neck	neck	neck-2
301	1231	NEW	saámina	new;  whether a recently made or recently purchased object;  a recently initiated social relationship;  such as a spouse or friend;  or a recently born child	new	new-1
302	1233	NIGHT	niínaki	night	night	night-1
303	1233	NIGHT	ninɨ́ɨni	night; experience nightfall	night	night-2
304	1221	NOSE	najika	nose	nose	nose-1
305	1240	NOT	asapɨ́ɨni	deceive;  either with malicious intent or not;  as when joking;  the deception need not involve telling untruths;  and may rely on non-verbal means of deception; a deceit;  trick;  or lie	 either with malicious intent or not	eitherwithmaliciousintentornot-1
306	1240	NOT	ikwaniikáani	affectionate vocative term for a single young man;  whether kin or not;  roughly between 14 and 17 years old	 whether kin or not	whetherkinornot-1
307	1240	NOT	mɨɨsájiikáani	 whether kin or not; affectionate vocative term for a single young woman;  between roughly 14 and 17 years old	 whether kin or not	whetherkinornot-2
308	1240	NOT	=iríkumaji	next to;  at the side of;  this postposition is reserved for grounds that have inherent orientations that distinguish a front and sides;  with the postposition indicating that the figure is located in proximity to one of the sides of the ground;  without specifying whether the figure is in contact with the ground or not	 without specifying whether the figure is in contact with the ground or not	withoutspecifyingwhetherthefigureisincontactwiththegroundornot-1
309	1240	NOT	ituwánaja	a partially burned piece of firewood;  whether it is lit or not;  pieces of firewood like this are very useful in restarting a fire that has gone out;  since the charcoal on their ends catch fire easily;  especially when put close to one another	 whether it is lit or not	whetheritislitornot-1
310	1240	NOT	maákata	an individual;  be it a direct ancestor of the speaker or not;  from a previous generation;  generally of a generation that died before the speaker was born;  or in their early childhood; deceased father	 be it a direct ancestor of the speaker or not	beitadirectancestorofthespeakerornot-1
311	1240	NOT	riikíini	 e g ; exert force;  resist being pulled by something;  lift something heavy;  or pull on something;  whether succeeding in moving it or not	 whether succeeding in moving it or not	whethersucceedinginmovingitornot-1
312	1240	NOT	saputi	mucus;  be it a result of illness or not; flu or cold	 be it a result of illness or not	beitaresultofillnessornot-1
313	1240	NOT	tánaki	wall;  fence;  corral;  general term for fence-like constructions;  whether they fully enclose an area or not	 whether they fully enclose an area or not	whethertheyfullyencloseanareaornot-1
314	1240	NOT	tawarúuni	 e g ;  e g ; make multiple holes;  using something slender like a nail or drill bit;  whether by punching or drilling the holes;  and whether they pass through the object;  punching multiple holes through a metal can to make a grater;  or not;  drilling multiple holes into a tree trunk in order to mark the depth to which it should be carved for making a canoe	 or not	ornot-1
315	1240	NOT	tipɨ́ɨni	touch; be stuck;  speaking of sticky substances like pitch;  or stuck entities such as rice burned onto a pot or an insect that encounters sticky sap;  for two things to be in contact with each other;  whether deliberately or not;  or whether;  in the case of a deliberate contact by a person;  with one’s hand or another body part	 whether deliberately or not	whetherdeliberatelyornot-1
316	1229	OLD	kumaku	old;  speaking either of objects or living beings; old man	old	old-1
317	1229	OLD	kurúuku	worn or old;  said of anything made of fabric;  but especially clothes	worn or old	wornorold-1
318	1229	OLD	sɨɨ́sana	bad;  undesirable or substandard in some manner; ugly; irritable;  bad-tempered;  impolite;  or uncooperative;  speaking of people; weedy or overgrown;  said of cultivated or cleared areas	weedy or overgrown	weedyorovergrown-1
319	1493	ONE	nuúkiika	one; a or an;  indefinite article or determiner	one	one-1
320	197	OTHER	taana	other;  another	other	other-1
321	197	OTHER	taana	other;  another	 another	another-1
322	683	PERSON	aratíina	 e g ; person or thing that is similar or identical to another person or thing in some salient respect;  age;  appearance;  size;  or color	person or thing that is similar or identical to another person or thing in some salient respect	personorthingthatissimilaroridenticaltoanotherpersonorthinginsomesalientrespect-1
323	683	PERSON	ɨɨjɨɨ́kuma	 e g ;  e g ; in the middle of;  between;  among;  to occupy a position between or among two or more objects that constitute a ground whose configuration is roughly linear;  a person or a house standing between two or more others; in or at a group activity or event;  a party or drinking session	 a person or a house standing between two or more others	apersonorahousestandingbetweentwoormoreothers-1
324	683	PERSON	iítiijiina	 e g ;  ‘here’); person or thing that pertains in some salient way to the deictic center (i e ;  often used to refer to people from the community in which the speaker is located;  but also applicable to;  a motor part that belongs to a location being indicated by the speaker	person or thing that pertains in some salient way to the deictic center (i e 	personorthingthatpertainsinsomesalientwaytothedeicticcenterie-1
325	683	PERSON	imaniijúuni	deliver the killing blow or coup de grace or to a wounded animal or person	deliver the killing blow or coup de grace or to a wounded animal or person	deliverthekillingbloworcoupdegraceortoawoundedanimalorperson-1
326	683	PERSON	kaayaaka	people;  person (plural)	 person (plural)	personplural-1
327	683	PERSON	kaaya	person or human being; ‘peón’;  someone working for a ‘patrón’ (<[paaturuu](paaturuu)>)  The classic ‘patrón’-‘peón’ relationship flourished in Iquito territory from the beginning of the 20th century but began to wane in the 1950s;  largely disappearing by the 1980s  The ‘peón’ was generally advanced material goods;  from working implements to clothing and other personal affects;  for which the ‘patrón’ charged exorbitantly high prices in comparison to the wages he paid the ‘peón’;  effectively keeping the latter in a quasi-slave-like debt relationship with the ‘patrón’	person or human being	personorhumanbeing-1
328	683	PERSON	kiwáani	 e g ;  e g ; hug or hold something tightly against one’s chest using one’s arms;  a person;  to express affection;  an animal to subdue it and keep it from escaping;  or a fraying bundle;  to keep it from falling apart; grasp or hold an quantity of small things tightly in one’s hand;  so that they do not scatter;  a bunch of <[kanuu](kanuu)> (‘chambira’ fibers);  a small faggot of sticks;  or a fistful of corn kernels	 a person	aperson-1
329	683	PERSON	mɨ́jɨɨtáana	 e g ;  but not necessarily; a person (typically;  a man);  who is respected for their exemplary behavior;  and the maintenance of their household;  in maintaining ample ‘chacras’ and a home well-stocked in food and other essentials;  and who is consequently sought after for advice and for leadership roles	a person (typically	apersontypically-1
330	683	PERSON	minitáani	 e g ;  e g ; squeeze out with pressing (but not wringing) force;  squeeze out juice from sugarcane by using a ‘moledor’;  which presses sugarcane flat;  or squeeze juice from the cut half of a citrus fruit by applying a symmetrical squeezing force at opposite sided of the circumference;  towards the center;  both liquids and solids may be squeezed out in this fashion;  the seed from a fruit;  or a bot-fly larva (<[tuútuuja](LX003436)>) from the flesh of an animal or person; strain to squeeze object out of body;  typically used in reference to defecating when constipated or in giving birth	 or a bot-fly larva (<[tuútuuja](LX003436)>) from the flesh of an animal or person	orabotflylarvatuutuujaLX003436fromthefleshofananimalorperson-1
331	683	PERSON	paajɨ́ɨni	become accustomed to;  or fond of;  an activity;  practice;  person;  or thing; be able; learn	 person	person-1
332	683	PERSON	saminiijúuni	 e g ;  e g ;  damage; inspect;  check over;  or look over carefully for signs of ill health;  injury;  or otherwise problematic attributes;  looking over a canoe to make sure that it does not have leaks;  checking over a set of purchases to make sure that one has received everything one has asked for; think;  have a thought; be preoccupied with;  be concerned about;  worry about;  or think about something in a preoccupied manner;  think about a deceased person;  remembering their personality qualities;  or the things they did;  think about a loved one who is far away;  wondering if they are well;  or what they might be doing;  or think about a job one is carrying out;  worrying about the obstacles one might have to overcome;  or how long it may take; imitate;  mimic the behavior or vocalizations of an animal or person;  the calls of animals are often imitated while hunting;  in order to draw animals closer to the hunter; thought or idea	 mimic the behavior or vocalizations of an animal or person	mimicthebehaviororvocalizationsofananimalorperson-1
333	683	PERSON	sinakijɨ́ɨni	be infested with worms or maggots in the skin or flesh;  speaking of either a dead animal or person;  or a live one	 speaking of either a dead animal or person	speakingofeitheradeadanimalorperson-1
334	683	PERSON	tasiitáani	guard or watch over something or someone to make sure that it is not stolen or damaged;  or in the case of an animal or person;  that he or she is not hurt;  kidnapped;  or does not escape (if held captive);  crucially;  this term is employed when the guarding or watching over is not specifically for the benefit of the thing;  animal;  or person being watched over or guarded	 or in the case of an animal or person	orinthecaseofananimalorperson-1
335	683	PERSON	tatɨni	Bat Falcon;  a small raptor noted for its speed and prowess in hunting small birds and bats; a person or animal who is bold and fearless;  sometimes to the point of being overly aggressive and inappropriately behaved	a person or animal who is bold and fearless	apersonoranimalwhoisboldandfearless-1
336	1413	PLAY	maayaasíini	joke around; play; dance;  be playful; festivity or party; a dance or style of dance	play	play-1
337	1455	PULL	jɨ́ɨni	 e g ; pull;  drag or haul;  move something by exerting a force in the direction of its motion;  from a point along the intended path;  pull out a tooth;  pull down vines;  or a drag boat	pull	pull-1
338	1455	PULL	jɨɨ́tatáani	 e g ;  e g ;  e g ; pull; pull out;  remove something from something else relatively solid by pulling it;  harvest manioc tubers by pulling the root stock out of the ground;  or pull a fishing spear out of a fish;  haul;  or drag a vessel;  a canoe or pot;  or an object consisting of multiple parts;  a generator	pull	pull-2
339	1455	PULL	jɨɨniwiitáani	pull or haul repeatedly in a confined area;  prototypically said of pulling up grass or weeds in a garden;  but also applicable to other similar activities;  such forms of hook-and-line fishing;  in which one frequently and repeatedly jerks up the line to attract the attention of fish;  or repeatedly tugging on a person incapacitated by drink to get them to follow a path; draw multiple things behind one;  said of hens who have multiple chicks following them	pull or haul repeatedly in a confined area	pullorhaulrepeatedlyinaconfinedarea-1
340	1452	PUSH	kɨnitáani	push or lift a heavy load;  which is attached to;  or supported by;  a tumpline;  up onto someone’s back;  so that they can secure the tumpline on their forehead	push or lift a heavy load	pushorliftaheavyload-1
341	1253	RAIN (RAINING)				
342	156	RED	nuusina	red; ripe (fruit)	red	red-1
343	156	RED	támuu imɨ́ɨni	 orange;  red; species of edible caterpillar that reaches about 3cm in length and mainly feeds on the leaves of <[támuu](LX003232)> (‘guaba’) trees;  lacking spines or stinging hairs;  it is marked with lengthwise stripes of yellow;  and black;  and is eaten cooked in ‘patarashca’	 red	red-2
344	1019	RIGHT	suwákija	right hand or arm; right side	right side	rightside-1
345	666	RIVER	aaka	river; water; watery sap;  speaking of the sap of certain plants;  such as <[arikamɨ́ɨna](LX000510)> (‘cumala de altura’);  which is largely clear;  and non-viscous; honey	river	river-1
346	666	RIVER	aatɨ́ɨni	 river; flow;  speaking of water in a creek;  or similar body of water	 river	river-2
347	666	RIVER	nunáani	river;  waterway of significant size and depth;  characterized by being navigable at all times of year	river	river-3
348	666	RIVER	iitiijiíraji	 e g ;  e g ;  e g ;  a house; this side;  the region on the same side as the deictic center of a region divided into two parts by broad intervening space;  which can be traveled through or over with little difficulty;  a river;  a road;  or a garden;  this term cannot be used if the intervening entity either prevents movement by blocking the way;  or if it requires significant climbing;  a hill	 a river	ariver-1
349	666	RIVER	tiijiíraji	 e g ;  e g ;  e g ;  specifically;  a house;  a river;  a road;  or a garden;  this term cannot be used if the intervening entity either prevents movement by blocking the way;  or if it requires significant climbing;  a hill; on the other side;  the region on the other side of a broad intervening space which can be traveled through or over with no difficulty	 a river	ariver-2
350	666	RIVER	iíyajina	 e g ; edge or border of a region;  schematized as a two-dimensional surface;  the edge of a ‘chacra’ or a river;  where the edge is conceptualized as including both the boundary at which the referent in question is located;  and the region immediately adjacent to it	 the edge of a ‘chacra’ or a river	theedgeofachacraorariver-1
351	666	RIVER	íiyɨ	 e g ; lip of human or animal; the one-dimensional edge of a space conceived of as a two-dimensional extension;  such as a garden or river;  or the thin edge of three-dimensional object;  the lip of a pot;  or the lip of the side of a canoe	 such as a garden or river	suchasagardenorriver-1
352	666	RIVER	jirítijina	 e g ;  garden plot; chest; in the middle or center part or region of a space conceived of as a two-dimensional surface;  the surface of a table;  or river;  the region indicated by this term is relatively broad;  in contrast with <[ɨɨjɨɨ́jina](LX000639)> which indicates a quite small area in the ‘exact’ center of a surface;  this term both serves as a general term for this body part and one that specifically denotes the surface of the chest;  contrasting with <[jiritikúura](LX001290)> which specifically denotes the interior of the chest	 or river	orriver-1
353	666	RIVER	parina	 e g ;  e g ; wide or broad;  speaking of relatively flat objects;  a plank or a piece of fabric;  or of spaces that can construed as two dimensional extensions;  a path or a river; width	 a path or a river	apathorariver-1
354	667	ROAD	iitiijiíraji	 e g ;  e g ;  e g ;  a house; this side;  the region on the same side as the deictic center of a region divided into two parts by broad intervening space;  which can be traveled through or over with little difficulty;  a river;  a road;  or a garden;  this term cannot be used if the intervening entity either prevents movement by blocking the way;  or if it requires significant climbing;  a hill	 a road	aroad-1
355	667	ROAD	tiijiíraji	 e g ;  e g ;  e g ;  specifically;  a house;  a river;  a road;  or a garden;  this term cannot be used if the intervening entity either prevents movement by blocking the way;  or if it requires significant climbing;  a hill; on the other side;  the region on the other side of a broad intervening space which can be traveled through or over with no difficulty	 a road	aroad-2
356	670	ROOT	akusi	peduncle;  the part of any fruit or tuber by which it is connected to the larger plant of which it is a part;  this term applies both to any cap associated with the fruit or tuber;  and to any segment of stem that remains when the fruit or tuber is separated from the plant	 this term applies both to any cap associated with the fruit or tuber	thistermappliesbothtoanycapassociatedwiththefruitortuber-1
357	670	ROOT	anija	tree stump; root (plant;  tree)	root (plant	rootplant-1
358	670	ROOT	íija	 e g ; tuber;  of manioc or sweet potato	tuber	tuber-1
359	670	ROOT	ísɨkɨ	skin of a person;  or skin or hide of an animal; tree bark; rind;  skin;  or husk of a fruit or tuber; shell;  said of the integument of animals such as turtles;  armadillos and <[waáyuuri](LX003463)> (‘carachamas’)	 or husk of a fruit or tuber	orhuskofafruitortuber-1
360	670	ROOT	naasíija	flesh or meat;  flesh of a living or deceased person;  the edible meat or flesh of a game animal;  or the edible flesh of a fruit or tuber	 or the edible flesh of a fruit or tuber	ortheediblefleshofafruitortuber-1
361	1218	ROPE	atákija	 e g ; piece or section resulting from cutting cross-wise something that is longer than it is wide;  a log or rope;  note that the resulting sections can be of any size;  and all resulting sections can be referred to with this term	 a log or rope	alogorrope-1
362	1218	ROPE	iiyuwa	rope (plural); liana (plural)	rope (plural)	ropeplural-1
363	1218	ROPE	iiyɨɨ	general term for lianas and vines; rope or cord of any type	rope or cord of any type	ropeorcordofanytype-1
364	1218	ROPE	ijíini	 e g ; make a bundle;  roughly tubular in shape;  by wrapping the contents in leaves;  traditionally <[anakújumɨ](LX000354)> (‘bijao’) leaves;  but also;  in modern times;  in plastic sheeting or paper;  and then securing the rapper;  with adhesive;  or by tying the bundle with lianas;  bark strips;  or rope	 or rope	orrope-1
365	1218	ROPE	itiyúuni	 e g ; tie a simple knot;  where the leading section of the string;  cord;  or rope is drawn in the direction opposite to that which the string goes around the object being tied;  once that leading section emerges from the knot (e g ;  counterclockwise if the string goes around the object clockwise)  This type of knot is frequently used to secure multiple slender things together;  one by one;  in a string or bundle;  palm grubs;  ears of corn;  or palm pith;  when making sleeping mats  Note that tying a simple knot where the leading section continues in the same direction;  after leaving the knot;  as the direction that the string goes around the object is referred to as <[marúuni](LX001869)>	 cord	cord-1
366	1218	ROPE	samatáani	 cord; unwind or unwrap something that is tightly wound or wrapped; untwist;  unspin;  or unbraid a rope;  or thread that has been made out of multiple fibers or smaller strings or ropes by spinning;  twisting;  or braiding them together	 cord	cord-2
367	1218	ROPE	itiyuutáani	 or similar object; tie multiple knots in a string;  rope;  with two particularly salient instances of this being tying a double knot;  and knotting together several objects using the <[itiyúuni](LX001058)> knotting technique;  the latter was traditionally used to tie plam grubs together in strings to smoke them for preservation;  ears of corn to dry and store them;  and tie together lengths of palm pith to make sleeping mats	 rope	rope-1
368	1218	ROPE	itiyuutɨ́ɨni	knot;  for a piece of rope;  cord or thread to knot itself	 cord or thread to knot itself	cordorthreadtoknotitself-1
369	1218	ROPE	rúsuuna	 which strips off easily; ‘atadijo’;  small tree that grows in cleared areas;  such as gardens;  reaching some 10cm in diameter and 4m in height before it dies in 1-2 years  It has has small leaves;  and its thin bark;  is used as a provisional tumpline or rope	 is used as a provisional tumpline or rope	isusedasaprovisionaltumplineorrope-1
370	1218	ROPE	sipújatɨ́ɨni	become unsewn;  become undone;  speaking of a seam or similar join held together by sewn thread or cord	 speaking of a seam or similar join held together by sewn thread or cord	speakingofaseamorsimilarjoinheldtogetherbysewnthreadorcord-1
371	1218	ROPE	takínuurika	short;  speaking of the length of something (e g ;  a rope);  or the height of something (e g ;  a standing tree)	 a rope)	arope-1
372	1218	ROPE	tijakáani	 e g ;  e g ;  a stick;  a rope; cut or break something relatively slender into two wholly distinct pieces;  perpendicular to its axis of greatest length;  such that the break between the pieces be relatively clean and flat;  and not have a ragged edge or have fibers;  splinters;  or the like attached to the broken edges;  the object may be rigid;  or flexible;  and the resulting two pieces may be of any size relative to each other	 a rope	arope-2
373	1218	ROPE	tijakɨ́ɨni	 e g ;  e g ;  a stick;  a rope;  the object may be rigid;  or flexible;  and the resulting two pieces may be of any size relative to each other; be broken or cut into two wholly distinct pieces;  speaking of something relatively slender such that the break is perpendicular to the axis of greatest length and is relatively clean and flat;  without a ragged;  fibrous;  or splintered edge	 a rope	arope-3
374	1728	ROTTEN	pukina	rotten or decayed;  speaking of plant matter	rotten or decayed	rottenordecayed-1
375	1728	ROTTEN	púkisi	rotten;  said specifically of a standing tree;  or the remnants of a standing tree;  that has rotted so completely that it crumbles into pieces when one tries to cut it;  note that a fallen tree;  or any other wood that has rotted;  is referred not with this term;  but with the term <pukíija> ‘rotten’	rotten	rotten-1
